title,city,country_code,marker_icon,workplace_type,experience_level,latitude,longitude,published_at,remote_interview,display_offer,employment_type,salary_from,salary_to,salary_currency,skills_one,skills_two,skills_three
Software Engineer (Java/Kotlin),Poznań,PL,java,partly_remote,mid,52.4002158,16.9208312,2023-04-04,FALSE,FALSE,permanent,12300,17600,pln,Scala,Kotlin,Java
Senior Fronend Developer,Warszawa,PL,javascript,remote,senior,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,20000,30000,pln,Storybook,English,ReactJS
Senior Fronend Developer,Gdańsk,PL,javascript,remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,20000,30000,pln,Storybook,English,ReactJS
Senior Full Stack Developer with Python,Łódź,PL,python,partly_remote,senior,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,permanent,17000,25000,pln,jinja,Conda,Python
React Developer,Kraków,PL,javascript,remote,senior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,16000,25000,pln,JavaScript,SCSS,HTML5
React Developer,Wrocław,PL,javascript,remote,senior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,16000,25000,pln,JavaScript,SCSS,HTML5
React Developer,Warszawa,PL,javascript,remote,senior,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,16000,25000,pln,JavaScript,SCSS,HTML5
Senior Full Stack Developer with Python,Siedlce,PL,python,partly_remote,senior,52.1602446,22.2920406,2023-04-04,TRUE,FALSE,permanent,17000,25000,pln,jinja,Conda,Python
Senior Full Stack Developer with .NET,Siedlce,PL,net,partly_remote,senior,52.1602446,22.2920406,2023-04-04,TRUE,FALSE,permanent,17000,25000,pln,Angular,.NET Core,C#
Senior Full Stack Developer with .NET,Łódź,PL,net,partly_remote,senior,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,permanent,17000,25000,pln,Angular,.NET Core,C#
Lider Zespołu Analityków / Analyst Team Lead,Wrocław,PL,analytics,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Szczecin,PL,analytics,remote,mid,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Poznań,PL,analytics,remote,mid,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,permanent,15000,17000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Lublin,PL,analytics,remote,mid,51.2464536,22.5684463,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Gliwice,PL,analytics,remote,mid,50.2944923,18.6713802,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Radom,PL,analytics,remote,mid,51.4027236,21.1471333,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Łódź,PL,analytics,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
React Developer,Kraków,PL,javascript,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,13000,19000,pln,HTML,ReactJS,React
Lider Zespołu Analityków / Analyst Team Lead,Opole,PL,analytics,remote,mid,50.6683223,17.9230651,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Katowice,PL,analytics,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Kielce,PL,analytics,remote,mid,50.8660773,20.6285677,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Bielsko-Biała,PL,analytics,remote,mid,49.8223768,19.0583845,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Senior Java Backend Developer,Warszawa,PL,java,remote,senior,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,REST API,Spring Boot,Java
Lider Zespołu Analityków / Analyst Team Lead,Białystok,PL,analytics,remote,mid,53.1328811,23.1555582,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Olsztyn,PL,analytics,remote,mid,53.778422,20.4801193,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Bydgoszcz,PL,analytics,remote,mid,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Toruń,PL,analytics,remote,mid,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Gdańsk,PL,analytics,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
React Developer,Warszawa,PL,javascript,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,13000,19000,pln,HTML,ReactJS,React
Lider Zespołu Analityków / Analyst Team Lead,Piotrków Trybunalski,PL,analytics,remote,mid,51.4087401,19.6935338,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Kraków,PL,analytics,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
Lider Zespołu Analityków / Analyst Team Lead,Gdynia,PL,analytics,remote,mid,54.5195232,18.5348,2023-04-04,TRUE,FALSE,permanent,9000,14000,pln,Testing,BPMN,UML
AWS Data Engineer,Warszawa,PL,data,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,permanent,18000,24000,pln,Amazon AWS,Amazon Web Services,AWS
IT Infrastructure Engineer,Szczecin,PL,devops,remote,mid,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
IT Infrastructure Engineer,Toruń,PL,devops,remote,mid,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
IT Infrastructure Engineer,Bydgoszcz,PL,devops,remote,mid,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
IT Infrastructure Engineer,Gdańsk,PL,devops,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
IT Infrastructure Engineer,Łódź,PL,devops,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
IT Infrastructure Engineer,Poznań,PL,devops,remote,mid,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
IT Infrastructure Engineer,Warszawa,PL,devops,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
IT Infrastructure Engineer,Katowice,PL,devops,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
IT Infrastructure Engineer,Wrocław,PL,devops,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,15000,20000,pln,CI/CD tools,Linux/Windows,DevOps
Node.js Developer with C#,Bydgoszcz,PL,javascript,remote,mid,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Data Engineer (Hadoop),Rzeszów,PL,data,remote,mid,50.0411867,21.9991196,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Data Engineer (Hadoop),Olsztyn,PL,data,remote,mid,53.778422,20.4801193,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Data Engineer (Hadoop),Szczecin,PL,data,remote,mid,53.4285438,14.5528116,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Data Engineer (Hadoop),Łódź,PL,data,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Data Engineer (Hadoop),Lublin,PL,data,remote,mid,51.2464536,22.5684463,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Data Engineer (Hadoop),Gdańsk,PL,data,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Node.js Developer with C#,Wrocław,PL,javascript,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Data Engineer (Hadoop),Katowice,PL,data,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Data Engineer (Hadoop),Poznań,PL,data,remote,mid,52.406374,16.9251681,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Data Engineer (Hadoop),Wrocław,PL,data,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Mid QA Engineer - Middleware team,Warszawa,PL,testing,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,10000,16000,pln,Selenium,REST API,Python
Mid QA Engineer - Middleware team,Kraków,PL,testing,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,10000,16000,pln,Selenium,REST API,Python
Mid QA Engineer - Middleware team,Gdańsk,PL,testing,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,10000,16000,pln,Selenium,REST API,Python
Mid QA Engineer - Middleware team,Poznań,PL,testing,remote,mid,52.406374,16.9251681,2023-04-04,TRUE,FALSE,b2b,10000,16000,pln,Selenium,REST API,Python
Data Engineer (Hadoop),Warszawa,PL,data,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,20160,26880,pln,Hadoop,Scala 2.x/Python 3,Spark 3.x
Project Manager,Łódź,PL,pm,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,9000,13000,pln,Project Management,English,Polish
Node.js Developer with C#,Lublin,PL,javascript,remote,mid,51.2464536,22.5684463,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Node.js Developer with C#,Kraków,PL,javascript,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Node.js Developer with C#,Gdańsk,PL,javascript,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Node.js Developer with C#,Olsztyn,PL,javascript,remote,mid,53.778422,20.4801193,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Node.js Developer with C#,Łódź,PL,javascript,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Node.js Developer with C#,Radom,PL,javascript,remote,mid,51.4027236,21.1471333,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Project Manager,Katowice,PL,pm,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,9000,13000,pln,Project Management,English,Polish
Project Manager,Warszawa,PL,pm,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,9000,13000,pln,Project Management,English,Polish
WordPress Developer,Łódź,PL,php,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,9000,14000,pln,WordPress,English,Polish
Node.js Developer with C#,Warszawa,PL,javascript,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,.Net,C#,Node.js
Symfony Pimcore Developer,Warszawa,PL,php,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,7000,13000,pln,Symfony,MVC frameworks,PHP
Symfony Pimcore Developer,Katowice,PL,php,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,7000,13000,pln,Symfony,MVC frameworks,PHP
Programista .Net,Wrocław,PL,net,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,12000,17000,pln,Unit Testing,.Net,C#
Full Stack Software Engineer (Remote),Warszawa,PL,javascript,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,permanent,13000,20000,pln,TypeScript,Node.js,React
Frontend/SmartSheet Developer (Pharma),Wrocław,PL,javascript,remote,junior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,11200,14400,pln,Scrum,HTML5 / CSS3,JavaScript
Frontend/SmartSheet Developer (Pharma),Kraków,PL,javascript,remote,junior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,11200,14400,pln,Scrum,HTML5 / CSS3,JavaScript
Frontend/SmartSheet Developer (Pharma),Poznań,PL,javascript,remote,junior,52.406374,16.9251681,2023-04-04,TRUE,FALSE,b2b,11200,14400,pln,Scrum,HTML5 / CSS3,JavaScript
Frontend/SmartSheet Developer (Pharma),Katowice,PL,javascript,remote,junior,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,11200,14400,pln,Scrum,HTML5 / CSS3,JavaScript
Programista .Net,Katowice,PL,net,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,12000,17000,pln,Unit Testing,.Net,C#
Programista .Net,Warszawa,PL,net,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,12000,17000,pln,Unit Testing,.Net,C#
C Software Engineer,Warszawa,PL,c,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,permanent,9000,18000,pln,CI,C++,C
C Software Engineer,Gdańsk,PL,c,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,permanent,9000,18000,pln,CI,C++,C
C Software Engineer,Wrocław,PL,c,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,permanent,9000,18000,pln,CI,C++,C
C Software Engineer,Łódź,PL,c,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,permanent,9000,18000,pln,CI,C++,C
Senior Java Developer,Gorzów Wielkopolski,PL,java,remote,senior,52.7325285,15.2369305,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Olsztyn,PL,java,remote,senior,53.778422,20.4801193,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Gliwice,PL,java,remote,senior,50.2944923,18.6713802,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Bielsko-Biała,PL,java,remote,senior,49.8223768,19.0583845,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Łódź,PL,java,remote,senior,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Radom,PL,java,remote,senior,51.4027236,21.1471333,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Tarnów,PL,java,remote,senior,50.0121011,20.9858407,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Częstochowa,PL,java,remote,senior,50.8118195,19.1203094,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Bydgoszcz,PL,java,remote,senior,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Gdynia,PL,java,remote,senior,54.5195232,18.5348,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Płock,PL,java,remote,senior,52.5463446,19.7065364,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Toruń,PL,java,remote,senior,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
🔥 Mid DevOps Engineer 🔥,Bydgoszcz,PL,devops,remote,mid,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Olsztyn,PL,devops,remote,mid,53.778422,20.4801193,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Łódź,PL,devops,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
Senior Java Developer,Rzeszów,PL,java,remote,senior,50.0411867,21.9991196,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Szczecin,PL,java,remote,senior,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Lublin,PL,java,remote,senior,51.2464536,22.5684463,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Białystok,PL,java,remote,senior,53.1328811,23.1555582,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Katowice,PL,java,remote,senior,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Kraków,PL,java,remote,senior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Gdańsk,PL,java,remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Warszawa,PL,java,remote,senior,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
Senior Java Developer,Poznań,PL,java,remote,senior,52.406374,16.9251681,2023-04-04,TRUE,FALSE,b2b,25000,32000,pln,Hibernate,Spring,Java
🔥 Mid DevOps Engineer 🔥,Poznań,PL,devops,remote,mid,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,permanent,14000,18000,pln,Docker,Shell,CI/CD
🔥 Mid DevOps Engineer 🔥,Gdańsk,PL,devops,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Katowice,PL,devops,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Gorzów Wielkopolski,PL,devops,remote,mid,52.7325285,15.2369305,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Opole,PL,devops,remote,mid,50.6683223,17.9230651,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Kielce,PL,devops,remote,mid,50.8660773,20.6285677,2023-04-04,TRUE,FALSE,permanent,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Toruń,PL,devops,remote,mid,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,permanent,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Rzeszów,PL,devops,remote,mid,50.0411867,21.9991196,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Gdynia,PL,devops,remote,mid,54.5195232,18.5348,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Kraków,PL,devops,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Wrocław,PL,devops,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Szczecin,PL,devops,remote,mid,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Docker,Shell,CI/CD
🔥 Mid DevOps Engineer 🔥,Białystok,PL,devops,remote,mid,53.1328811,23.1555582,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Zielona Góra,PL,devops,remote,mid,51.9356214,15.5061862,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
🔥 Mid DevOps Engineer 🔥,Lublin,PL,devops,remote,mid,51.2464536,22.5684463,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,Shell,CI/CD,Kubernetes
"Software Engineer, Backend",Poznań,PL,java,remote,mid,52.406374,16.9251681,2023-04-04,TRUE,FALSE,b2b,16500,22000,pln,JUnit,Hibernate,Java
"Software Engineer, Backend",Warszawa,PL,java,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,16500,22000,pln,JUnit,Hibernate,Java
"Software Engineer, Backend",Wrocław,PL,java,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,16500,22000,pln,JUnit,Hibernate,Java
"Senior Software Engineer, Backend",Warszawa,PL,java,remote,senior,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,22500,28500,pln,PostreSQL,Microservices,Java
"Senior Software Engineer, Backend",Poznań,PL,java,remote,senior,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,22500,28500,pln,PostreSQL,Microservices,Java
"Senior Software Engineer, Backend",Wrocław,PL,java,remote,senior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,22500,28500,pln,PostreSQL,Microservices,Java
Mid/Senior Applications Security Engineer,Poznań,PL,security,remote,senior,52.406374,16.9251681,2023-04-04,TRUE,FALSE,b2b,20500,28500,pln,OWASP,SSDLC,web security
Mid/Senior Applications Security Engineer,Warszawa,PL,security,remote,senior,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,20500,28500,pln,OWASP,SSDLC,web security
Mid/Senior Applications Security Engineer,Wrocław,PL,security,remote,senior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,20500,28500,pln,OWASP,SSDLC,web security
AUTOMATION TESTER,Rzeszów,PL,testing,remote,senior,50.0411867,21.9991196,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
.NET DEVELOPER,Łódź,PL,net,remote,senior,51.7592485,19.4559833,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
.NET DEVELOPER,Katowice,PL,net,remote,senior,50.2648919,19.0237815,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
AUTOMATION TESTER,Łódź,PL,testing,remote,senior,51.7592485,19.4559833,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
NODE.JS DEVELOPER,Rzeszów,PL,javascript,remote,senior,50.0411867,21.9991196,2023-04-04,FALSE,FALSE,b2b,16800,25200,pln,nest js,Node.js,JavaScript
NODE.JS DEVELOPER,Katowice,PL,javascript,remote,senior,50.2648919,19.0237815,2023-04-04,FALSE,FALSE,b2b,16800,25200,pln,nest js,Node.js,JavaScript
NODE.JS DEVELOPER,Łódź,PL,javascript,remote,senior,51.7592485,19.4559833,2023-04-04,FALSE,FALSE,b2b,16800,25200,pln,nest js,Node.js,JavaScript
NODE.JS DEVELOPER,Wrocław,PL,javascript,remote,senior,51.1078852,17.0385376,2023-04-04,FALSE,FALSE,b2b,16800,25200,pln,nest js,Node.js,JavaScript
NODE.JS DEVELOPER,Piła,PL,javascript,remote,senior,53.1509671,16.7382266,2023-04-04,FALSE,FALSE,b2b,16800,25200,pln,nest js,Node.js,JavaScript
NODE.JS DEVELOPER,Białystok,PL,javascript,remote,senior,53.1324886,23.1688403,2023-04-04,FALSE,FALSE,b2b,16800,25200,pln,nest js,Node.js,JavaScript
NODE.JS DEVELOPER,Olsztyn,PL,javascript,remote,senior,53.778422,20.4801193,2023-04-04,FALSE,FALSE,b2b,16800,25200,pln,nest js,Node.js,JavaScript
NODE.JS DEVELOPER,Gdańsk,PL,javascript,remote,senior,54.3520252,18.6466384,2023-04-04,FALSE,FALSE,b2b,16800,25200,pln,nest js,Node.js,JavaScript
.NET DEVELOPER,Rzeszów,PL,net,remote,senior,50.0411867,21.9991196,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
AUTOMATION TESTER,Katowice,PL,testing,remote,senior,50.2648919,19.0237815,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
AUTOMATION TESTER,Wrocław,PL,testing,remote,senior,51.1078852,17.0385376,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
AUTOMATION TESTER,Piła,PL,testing,remote,senior,53.1509671,16.7382266,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
AUTOMATION TESTER,Białystok,PL,testing,remote,senior,53.1324886,23.1688403,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
AUTOMATION TESTER,Olsztyn,PL,testing,remote,senior,53.778422,20.4801193,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
AUTOMATION TESTER,Gdańsk,PL,testing,remote,senior,54.3520252,18.6466384,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
.NET DEVELOPER,Gdańsk,PL,net,remote,senior,54.3520252,18.6466384,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
.NET DEVELOPER,Olsztyn,PL,net,remote,senior,53.778422,20.4801193,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
.NET DEVELOPER,Białystok,PL,net,remote,senior,53.1324886,23.1688403,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
.NET DEVELOPER,Piła,PL,net,remote,senior,53.1509671,16.7382266,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
.NET DEVELOPER,Wrocław,PL,net,remote,senior,51.1078852,17.0385376,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
